ExperimentName;Subject;Session;Clock.Information;DataFile.Basename;debriefing_1;debriefing_2;debriefing_3;Display.RefreshRate;ExperimentVersion;Group;InstrucAllg.DEVICE;Intro.DEVICE;Intro2.DEVICE;RandomSeed;RuntimeCapabilities;RuntimeVersion;RuntimeVersionExpected;SessionDate;SessionStartDateTimeUtc;SessionTime;StudioVersion;Counterbalance;CounterbalanceList;CounterbalanceList.Cycle;CounterbalanceList.Sample;InstrucSwitch.DEVICE;Intro4.DEVICE;Procedure[Counterbalance];Running[Counterbalance];Block;FdbSwitches.DEVICE;InstrucFlanker.DEVICE;InstrucSimon.DEVICE;MixedList;MixedList.Cycle;MixedList.Sample;PostList;PostList.Cycle;PostList.Sample;PreList;PreList.Cycle;PreList.Sample;Procedure[Block];Running[Block];Trial;BlockNr;ITIDuration;Procedure[Trial];Running[Trial];SwitchList;SwitchList.Cycle;SwitchList.Sample;SwitchTask.DEVICE;SwitchTask.RESP;SwitchTask.RT;SwitchTask.RTTime;TASK;TrainListFlankerPre20;TrainListFlankerPre20.Cycle;TrainListFlankerPre20.Sample;TrainListFlankerPre80;TrainListFlankerPre80.Cycle;TrainListFlankerPre80.Sample;TrainListSimonPre20;TrainListSimonPre20.Cycle;TrainListSimonPre20.Sample;TrainListSimonPre80;TrainListSimonPre80.Cycle;TrainListSimonPre80.Sample;LogLevel5;BlockTrial;Colour;COMP;CorrectResp;errormsg;Flanker;FlankerList20;FlankerList20.Cycle;FlankerList20.Sample;FlankerList50;FlankerList50.Cycle;FlankerList50.Sample;FlankerList80;FlankerList80.Cycle;FlankerList80.Sample;POS;Procedure[LogLevel5];Running[LogLevel5];Side;SimonList20;SimonList20.Cycle;SimonList20.Sample;SimonList50;SimonList50.Cycle;SimonList50.Sample;SimonList80;SimonList80.Cycle;SimonList80.Sample;Target;Target.ACC;Target.CRESP;Target.DEVICE;Target.RESP;Target.RT;TrialNr 
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;1;11;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;1;;;;3;3;yellow;1;a;;;;;;;;;;;;left;TrialProc;SimonList20;25%;3;1;3;;;;;;;X;1;a;Keyboard;a;336;103
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;1;11;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;1;;;;4;4;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;6;1;4;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};384;104
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;1;11;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;1;;;;5;5;cyan;-1;{BACKSLASH};;;;;;;;;;;;left;TrialProc;SimonList20;25%;10;1;5;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};562;105
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;1;11;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;1;;;;6;6;yellow;1;a;Fehler!;;;;;;;;;;;left;TrialProc;SimonList20;25%;5;1;6;;;;;;;X;0;a;Keyboard;{BACKSLASH};564;106
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;1;11;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;1;;;;7;7;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;8;1;7;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};602;107
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;1;11;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;1;;;;8;8;yellow;1;a;;;;;;;;;;;;left;TrialProc;SimonList20;25%;1;1;8;;;;;;;X;1;a;Keyboard;a;329;108
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;1;11;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;1;;;;9;9;yellow;1;a;;;;;;;;;;;;left;TrialProc;SimonList20;25%;7;1;9;;;;;;;X;1;a;Keyboard;a;434;109
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;1;11;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;1;;;;10;10;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;4;1;10;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};439;110
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;1;1;yellow;1;a;;;;;;;;;;;;left;TrialProc;SimonList20;25%;7;2;11;;;;;;;X;1;a;Keyboard;a;511;111
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;2;2;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;8;2;12;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};532;112
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;3;3;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;4;2;13;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};441;113
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;4;4;yellow;1;a;;;;;;;;;;;;left;TrialProc;SimonList20;25%;1;2;14;;;;;;;X;1;a;Keyboard;a;459;114
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;5;5;yellow;1;a;;;;;;;;;;;;left;TrialProc;SimonList20;25%;5;2;15;;;;;;;X;1;a;Keyboard;a;500;115
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;6;6;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;6;2;16;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};479;116
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;7;7;cyan;-1;{BACKSLASH};;;;;;;;;;;;left;TrialProc;SimonList20;25%;10;2;17;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};464;117
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;8;8;yellow;1;a;;;;;;;;;;;;left;TrialProc;SimonList20;25%;3;2;18;;;;;;;X;1;a;Keyboard;a;495;118
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;9;9;yellow;-1;a;;;;;;;;;;;;right;TrialProc;SimonList20;75%;9;2;19;;;;;;;X;1;a;Keyboard;a;513;119
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;2;12;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;2;;;;10;10;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;2;2;20;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};446;120
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;3;13;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;3;;;;1;1;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;2;3;21;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};404;121
SeminarExperimentWS2324;1305;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">14630835802128</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-29T09:27:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-1305-1;;;;59.948;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-2115057685;Full;3.0.3.214;3.0.3.214;10-29-2023;29.10.2023 09:27;10:27:49;3.0.3.214;1;1;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;2;;;Keyboard;;;;;;;2;2;2;TrainProcSimon;PreList;3;13;;TrainSimonProc20;TrainListSimonPre20;;;;;;;;;;;;;;;1;1;3;;;;2;2;cyan;1;{BACKSLASH};;;;;;;;;;;;right;TrialProc;SimonList20;75%;6;3;22;;;;;;;X;1;{BACKSLASH};Keyboard;{BACKSLASH};392;122
